ESFP,1,2020-12-29 10:32:01.175440,15599371,ryankeely,ryankeely,America’s Favorite Stepmom -5’9” ESFP - adult film bookings @ATMLA - https://t.co/ZhgXRhn6y7
ESFP,1,2020-12-29 10:32:01.175549,25613591,megslice,M.J. Pack,"Horror author, true crime writer, ESFP, Kylo Ren advocate, Slytherin, sassbasket. @NoSleepPodcast regular, Resident Diva of Hell’s Belles."
ESFP,1,2020-12-29 10:32:01.175602,41339594,rayragasa,RRR 🔆,ᜇᜒᜌ᜔ ᜇᜄᜐ doctor-polyglot-thespian-yogi MNL 🇵🇭 SoCal 🇺🇸 ESFP 🔆 Hufflepuff 🦡 ☉ ♋︎ ☽ ♏︎ ↑ ♍︎
ESFP,1,2020-12-29 10:32:01.175648,186389497,ncgativenancy,🎄 ainara,"#ADORE: sparkle babygirl, she will have this world.𑁍⠀ ⠀⠀⠀⠀⠀⠀⠀
23 | she/her | bi | esfp | ♌︎☉ • ♓︎☽ • ♍︎⇡ | drag stan"
ESFP,1,2020-12-29 10:32:01.175689,141710372,Mumraa,Daniel farmer,"london lad, quiz master, travel nut, tour guide GMDC Darcey Bussell in training . ,Lovely fella. I'm an ESFP. I tweet pictures of my cat. A LOT"
ESFP,1,2020-12-29 10:32:01.175775,42383190,itsezao,za✨,esfp (ditakdirkan untuk jd tukang lawak orang2 terdekat)
ESFP,1,2020-12-29 10:32:01.175816,21755329,juliemac1000,Julie/Julia,"Bubbly Geordie. Nurse returner . Funny at times. Call me a dumb blonde if you want...I know I'm not dumb, I also know I'm not blonde. No dms please. ESFP/ENFP"
ESFP,1,2020-12-29 10:32:01.175859,21369081,Grace_Sandra_,"It's Grace, actually.","Empathizer Extraordinaire! 7w6, ESFP. Bad ass black girl magic vibes. Faith & my bebe's are everything. Feministy Writer + Advocate. Can prolly out selfie you."
ESFP,1,2020-12-29 10:32:01.175927,75483520,cdouvos,Chris Douvos 🇺🇸,Dad | @yankees fan | Founder @ https://t.co/cWOu3I0RZ9 | #ESFP | #Brooklyn to #SiliconValley via @PhillipsAcademy & @Yale: long live need-blind admissions
ESFP,1,2020-12-29 10:32:01.175985,197136827,ThatPeterGannon,Peter Gannon,Just trying to be the guy my dogs think I am. Jude and Jack’s Dad. Left handed. Humanitarian. he/him. ESFP. Making it Matter every day at @unitedway_gcr
ESFP,1,2020-12-29 10:32:01.176039,312381336,_KWAT20,The Unfriendly Black Jocer,| | I tweet a lot abt HBCUs & Beyoncé | He/Him/Sha | | | XULA Alum | φνπ | ESFP | 🎙: @doubledutchpod #AllBlackLivesMatter #BlackWomenAreTheFuture
ESFP,1,2020-12-29 10:32:01.176083,5857372,thakkar,Abhishek Thakkar,"27, M, single, Foodie, Designer, g33k, Gujju, ESFP, Guy in PG13 movie"
ESFP,1,2020-12-29 10:32:01.176117,1058542841608261632,salmaelmergawi,salma,ESFP - proud RCGian
ESFP,1,2020-12-29 10:32:01.176153,15492322,juanitaperse,มิสฮัวนิต้า,Globetrotter. Resort. Serial entrepreneur. International affairs enthusiast. History buff. #Madridista. ลักษณ์ 7 The Enthusiast ESFP
ESFP,2,2020-12-29 10:32:02.201667,16998342,pastormelissa,Melissa Meyers,"UMC Pastor, lover of pink sparkles, occasionally snarky, ESFP, Enneagram 7, #pastorbesties"
ESFP,2,2020-12-29 10:32:02.201805,1369530312,zafdharmadown,Franz,"strong heart, brave soul | @domnetyouth @ustcrssc | esfp"
ESFP,2,2020-12-29 10:32:02.201852,2347710324,nllysian,BIBI @ 👁👄👁,she/her ✧ 20+✧ I do art (or at least try) ✧  Umbran Witch of all trades and master of none ✧ chaos agent ✧ serial ghoster ✧ CRO/ENG/GER ✧ ESFP mess ✧
ESFP,2,2020-12-29 10:32:02.201905,2713301353,hownowwoolsack,ᴛʜᴇ ᴘʀɪɴᴄᴇ ᴏꜰ ᴀʟʟ ꜱᴀɪʏᴀɴꜱ,Alex. BLM. Stark raving sane. She/her or they/them. I write scripts. ESFP. Punjabi. Bisexual. My kink is you joining my discord server and actually talking. 💜✨
ESFP,2,2020-12-29 10:32:02.201948,371057316,javees_journey,JaVee FranZ,"Single. 81/81 PH Provinces, 10/10 ASEANations, 3 Peaks of LuzViMin. ESFP
IG: https://t.co/KdXxB0pcEN"
ESFP,2,2020-12-29 10:32:02.201984,16367749,mpact,Angela Fulcher,"Full funnel solution (mkt + sales) for growth co's; ESFP. Foodie, sports nut, tennis hack, mom. 6th gen Texan. Disney kid (yes, really.) Working on #wiser."
ESFP,2,2020-12-29 10:32:02.202021,57023947,iamempee,empee,Follow at your own risk. Capricorn. ♑️ ESFP - T. I don't want to be interesting. I want to be good. -Ludwig Mies van der Rohe
ESFP,2,2020-12-29 10:32:02.202068,64247699,BadGyal_Vanni,salchica,"Lover, fighter, & daydreamer. Stereotypical ESFP. Pleasantly unpleasant. 🇵🇦—♌️☀️♎️🌙"
ESFP,2,2020-12-29 10:32:02.202101,31332949,Polanchrist,💙🔱SAILOR NEPTUNE🔱💙,"Geminarus, Colombiano, LCPC, ESFP"
ESFP,2,2020-12-29 10:32:02.202132,38227843,GavinBaby,Westside G,My Grandma Watchin So I aint gone curse #SDA #Hawks #Braves #Falcons #UGA #ATLUTD |ESFP|
ESFP,2,2020-12-29 10:32:02.202163,13593692,katekaput,Kate Kaput,Writer / blogger / professional Reform Jew. An ESFP & a Leo = a loud voice & strong opinions. Freelance for @ClevelandMag. Generally enthusiastic. (she/her)
ESFP,2,2020-12-29 10:32:02.202204,15810905,naimahmnash,NaN,"Senior Software Engineer @netflix interested in  #IntersectionalFeminism and #tech. #ESFP #QPOCTech #LGBTTech #WomenInTech #BlackTechTwitter
She/her"
ESFP,2,2020-12-29 10:32:02.202321,2282876694,HestiaLoL,Gigi (｡･ω･｡),UBC alumna | ENG/中文🇭🇰OK | ESFP | Past @UBCEsports | 💕 Cars&F1 | Tweets are my own
ESFP,2,2020-12-29 10:32:02.202375,16206240,kurtduranyalcin,okuuuuurrt,UXR / ESFP / ARIES SUN / RAVENCLAW / TRUE NEUTRAL / ENNEAGRAM 2 / HE / HIM / 🖕🏽
ESFP,2,2020-12-29 10:32:02.202411,1649119777,cobycycles,Coby Zeifman,"Father, UW Master’s of Sustainable Transportation ‘21 • Transit • Cycling • Multimodal • Bothell, WA resident. Myers Briggs: ESFP. Opinions are my own. #bothell"
ESFP,2,2020-12-29 10:32:02.202455,24250998,theLINDSbelow,🌔 𝕷𝖎𝖓𝖉𝖘.🧞‍♀️✨,Carter's Mom | Digital Marketer | Masters 🎓 | Music Biz Master | Music Aficionado | Curly Hair Extraordinaire | Self-Medicated w/90's R&B | ESFP | #Two9 ♌️♋️♌️
ESFP,2,2020-12-29 10:32:02.202492,23445564,MoL42,Josh,"when I die, scatter my ashes in the water at fantasmic. ESFP"
ESFP,3,2020-12-29 10:32:03.240877,1010356615881609216,he_sketch,Henry,LVL 4 Animation- Sheridan College. 22 | 📍 TO | ESFP | Animator | Designer
ESFP,3,2020-12-29 10:32:03.240989,788021435411423233,chemicznyromans,✧･ﾟ:* bambus *:･ﾟ✧,"lubie anime, emo zespoły i star wars, let's be friends 🌸 
                                she/her ♈ ESFP"
ESFP,3,2020-12-29 10:32:03.241039,69877774,Aljeroe,Alji Funtila,Architect | ESFP
ESFP,3,2020-12-29 10:32:03.241069,455256540,FerWithF,Fernanda ☀️,"ESFP ○ | ESFJ ●
Das Wahre mit dem Schönen verbinden."
ESFP,3,2020-12-29 10:32:03.241100,52921147,MichaelVistage,Michael Schwartz,"Membership Director @Vistage, Myers-Briggs: ESFP, DISC: Diplomat, KS and CO Native, Husband and Father of Three Boys!"
ESFP,3,2020-12-29 10:32:03.241139,357008603,jay_em_jay,Baldhead Bastard ✨ 🇭🇹✈️,Haitian. SDA. ESFP. All-around dope individual. I fly sometimes ✈️🇺🇸 | #UCFAlumKnight 🖤💛 | #BlackLivesMatter | IG: jay_em_jay |
ESFP,3,2020-12-29 10:32:03.241183,2858467980,moniquedelacruz,Monique dela Cruz,#Marketing professional.🐰 Bunny mom. ESFP.
ESFP,3,2020-12-29 10:32:03.241213,19561919,squiffany,Tiff Fletcher,"Big earrings & glitter. Once threw a cucumber at Coolio. Live for a passive, aggressive petty note. Usually full of chocolate & gingerbread lattes. ESFP."
ESFP,3,2020-12-29 10:32:03.241248,2606399648,RadioactivClown,Luis G. Hernandez,Soccer writer at @backlinesoccer Co-host of the @PurplePulsePod podcast. ESFP. He/Him
ESFP,3,2020-12-29 10:32:03.241290,277540565,Mike_E_Houghton,Michael Houghton,"ESFP, New Order, FCUM, The Fall, Bakerloo, Camus, https://t.co/MObvIOECNP"
ESFP,3,2020-12-29 10:32:03.241397,549903829,nigeriana94,Ororo MunHoe 🇳🇬👑,Approach life with such fervor so as to inspire others to do the same daily. ESFP | #IgboKwenu| I'm here to laugh and shake tables.
ESFP,3,2020-12-29 10:32:03.241461,123033954,1985jay,Jay Gandhi,"ENFJ to ESFP| Boisterous| Curious for International Trade| Fintech | Digital Banking|Digitisation,Transforming | EX-Channel Developer-M&M|Views r Personal"
ESFP,3,2020-12-29 10:32:03.241502,103070965,jeanlukeworrell,Jean-Luke Worrell,Actor • Singer • Lefty 🤚🏿 Represented by @MilburnBrowning. Recently ‘Warren Slax’ in @BankRobberyPlay💎 MBTI: ESFP
ESFP,3,2020-12-29 10:32:03.241547,61990161,iamkimvillamor,kim,esfp 🤍
ESFP,3,2020-12-29 10:32:03.241577,3980700736,Rikku_AB,Rikku ✊🏻✊🏿 Black Lives Matter!,French-Canadian! 🇨🇦 Aquarius with a Scorpio ascendant. ESFP. Stuck in time somewhere in between the 90s and the early 2000s!
ESFP,4,2020-12-29 10:32:04.345901,301864820,backoftheline,Rico Julianno,South boy living in Cebu. Radio show winner. ESFP.
ESFP,4,2020-12-29 10:32:04.346074,4723601359,songbirdoo,Mark Zuckerbird 🇵🇭,"ESFP • Broke music student, voice actor, and artist • Sporadically entertaining • Friend for hire • Commissions closed"
ESFP,4,2020-12-29 10:32:04.346144,14298009,FMMarianiColon,Fernando,"Homoromantic Asexual Latino. Adoptive dad. He/him. ESFP

🗣 ASL/ENG/ESP 

❤️: NPR, gov’t, journalism, RPGs, #DnDFitness. 

Home: TX & San Diego, CA"
ESFP,4,2020-12-29 10:32:04.346191,172610173,DarlingNicoleD,Mindful Mademoiselle,Founder + CEO @mindindulgences | Co Founder of @veganwomanmade | Baltimore Native | Capricorn Bodhisattva | Sculptor | Visual Artist | ESFP
ESFP,4,2020-12-29 10:32:04.346228,454626529,_Kennedy1313,k 🤍,sending love & light | ESFP
ESFP,4,2020-12-29 10:32:04.346261,807327325557850112,ToribearArt,❄️Toribear🐻✨Future Vtubear 🌙,21|18+ only!!| Artist| witch| Scorpio| ESFP| D&D Goblin| Comms Closed!|Founder of @twitchheartco 💜| Art tag: #ToribeArt |She/her 💕
ESFP,4,2020-12-29 10:32:04.346301,236250622,ashlinmelei,Ashlin Shuttlesworth,ESFP | #BLM | CJB 💕
ESFP,4,2020-12-29 10:32:04.346329,832635154610860037,writingwordsoup,Krystal Norton 💖💛💙,SFF YA Author/Poet. She/Her. Pansexual. ESFP. White Witch of Brigid. Slytherclaw. #amwriting #amwritingfantasy #poet
ESFP,4,2020-12-29 10:32:04.346448,1030303424275992576,lostboyonmars,🌙 𝕵𝖊𝖗𝖊𝖒𝖞 🪐,26. virgo ☀️ sag 🌙 . ESFP. horror movie enthusiast. just another gay bio.
ESFP,4,2020-12-29 10:32:04.346508,1221155597229477889,ChronicallySin1,Katie 💗,ESFP. 25. Just living my life.
ESFP,4,2020-12-29 10:32:04.346543,113124218,LindsNicoleM,Lindsey Merrill,Jesus lover • 3w2 + ESFP • Marketing Director • Always laughing & drinking copious amounts of coffee
ESFP,4,2020-12-29 10:32:04.346581,184785715,phoeebs12,Phoebe Lyn Cheung,i love naps • rmt • ustmed • kawani • esfp
ESFP,4,2020-12-29 10:32:04.346609,4755726854,CACowboyApparel,California Cowboy,"Suit yourself for the war on boring. Icebreaker, dream maker, ESFP. Come together...now."
ESFP,4,2020-12-29 10:32:04.346639,233403288,anthonyfresh_4,Ant Freshour,"I love Jesus, people and coffee. ESFP."
ESFP,4,2020-12-29 10:32:04.346668,274465724,Matt_Aspden,NOW 41,Published Poet and scruffy bearded inked Gaymer. PSN: mattypap28 / SC & IG: mattaspden (ESFP)
ESFP,4,2020-12-29 10:32:04.346702,916361201239625728,yaramub,༺♡༻,"ଘ(੭*ˊᵕˋ)੭* ੈ♡‧₊˚ think twice, esfp ☆"
ESFP,4,2020-12-29 10:32:04.346752,756932363578380288,Ieitinhogostoso,bonbon,"•  18↑✦ : ♡
•  esfp 9w8 sx/so ✦ : ♡
•  ela/dela ✦ : ♡
•  vent: @REBOLEITEON ✦ : ♡"
ESFP,4,2020-12-29 10:32:04.346788,24139025,MAHHfew,Matt Tse,ESFP. Product at @atlassian. I enjoy soup noodles even on hot days. Views are my own.
ESFP,5,2020-12-29 10:32:05.469839,29680079,rizkakhr,rizka k,bitter-sweethearted — ESFP
ESFP,5,2020-12-29 10:32:05.469878,42443784,KimberlyKersey1,Kimberly  †,saved ♡ • ESFP• type 2w1 • insta: kimberly__mk
ESFP,5,2020-12-29 10:32:05.469892,1154531045875650560,spicybbgrl,vijya,nineteen | she/her | esfp | sfsu | pre-med | leo ♌︎ currently watching: the disastrous life of saiki k
ESFP,5,2020-12-29 10:32:05.469904,151400489,aprilaba,April Abarrondo,she/her | social media enthusiast | lifelong student | journalist | ESFP | (fmr) Photo Editor for @theswcsun | J+PR at @ChicoState | Mess on @KCSCradio
ESFP,5,2020-12-29 10:32:05.469917,2768476408,kingseb__,issapanoramic,MS1👨🏾‍⚕️. #mambamentality. #LakeShow. ESFP. musician. isaiah 54:17 🇭🇹
ESFP,5,2020-12-29 10:32:05.469928,237575021,thejej,Jess,"Actor/Podcaster/Gamer/Cinephile/Puppy Lover/Activist | ESFP | LGBT | Columbus, OH | Love is Love | 8/16/18 🐝 $thejej"
ESFP,5,2020-12-29 10:32:05.469941,491669361,hankdejo,Hank de Jong,"Child of God, husband, father, foster parent, auxiliary police constable, and associate vice president, external relations at Redeemer University.  ESFP"
ESFP,5,2020-12-29 10:32:05.469953,858822961222103040,hiikawas,˗ˏˋ❀ Hope ⁷ ❀ˊˎ˗,#TYLEE: im gonna pop ur bubblegum heart !!!┆ ♡ hope/ana • 15 • esfp 3w2 • pan ♡ ┆ ❥kotokaP & chiakiP ┆ art @kotowoka ┆ @JustAnAleTM🌸✨ ┆ BLM + ACAB
ESFP,5,2020-12-29 10:32:05.469965,1173124752,AssadTheAdvisor,Assad Khan,"Assoc. Dir. of Undergraduate Student Affairs for @GMU_COS. ESFP. positivity, adaptability, developer, WOO, arranger. #MasonAlum #AcadAdv"
ESFP,5,2020-12-29 10:32:05.469975,164364656,Kelasius,Kelasius,"Roguelike and Card Game lover. Luigi Player in Melee, Greninja in Ultimate, Wannabe-Commentator, stuck in Lorraine. ESFP (ENTP?). He/Him"
ESFP,5,2020-12-29 10:32:05.469986,2335951531,CherryWinex,Kaci (케이시),Fangirl. Web Designer. ZEN Enthusiast. ESFP. #Namaste  🙏 난 니 맘을 다 비워. 태민/샤이니 enthusiast/fangirl. (k/j/etc) Drama lover.
ESFP,5,2020-12-29 10:32:05.469999,1242237961,hannahshelll,quaranSTREAM 🔜 iii points,"""it is not the strongest species that survives, nor the most intelligent. It is the one that is most adaptable to change"" -Charles Darwin •ESFP• she/her• 🌈"
